Games played: 1, Wins: 0, Win rate: 0.00
Games played: 451, Wins: 0, Win rate: 0.00
Games played: 452, Wins: 0, Win rate: 0.00
Games played: 453, Wins: 0, Win rate: 0.00
Games played: 454, Wins: 0, Win rate: 0.00
Games played: 455, Wins: 0, Win rate: 0.00
Games played: 456, Wins: 0, Win rate: 0.00
Games played: 457, Wins: 0, Win rate: 0.00
Games played: 457, Wins: 0, Win rate: 0.00
Games played: 458, Wins: 0, Win rate: 0.00
Games played: 459, Wins: 0, Win rate: 0.00
Games played: 460, Wins: 0, Win rate: 0.00
Games played: 460, Wins: 0, Win rate: 0.00
Games played: 461, Wins: 0, Win rate: 0.00
Games played: 462, Wins: 0, Win rate: 0.00
Games played: 463, Wins: 0, Win rate: 0.00
Games played: 464, Wins: 0, Win rate: 0.00
Games played: 465, Wins: 0, Win rate: 0.00
Games played: 466, Wins: 0, Win rate: 0.00
Games played: 467, Wins: 0, Win rate: 0.00
Games played: 468, Wins: 0, Win rate: 0.00
Games played: 469, Wins: 0, Win rate: 0.00
Games played: 470, Wins: 0, Win rate: 0.00
Games played: 471, Wins: 0, Win rate: 0.00
Games played: 472, Wins: 0, Win rate: 0.00
Games played: 473, Wins: 0, Win rate: 0.00
Games played: 474, Wins: 0, Win rate: 0.00
Games played: 474, Wins: 0, Win rate: 0.00
Games played: 474, Wins: 0, Win rate: 0.00
Games played: 475, Wins: 0, Win rate: 0.00
Games played: 476, Wins: 0, Win rate: 0.00
Games played: 477, Wins: 0, Win rate: 0.00
Games played: 478, Wins: 0, Win rate: 0.00
Games played: 479, Wins: 0, Win rate: 0.00
Games played: 480, Wins: 0, Win rate: 0.00
Games played: 480, Wins: 0, Win rate: 0.00
Games played: 481, Wins: 0, Win rate: 0.00
Games played: 482, Wins: 0, Win rate: 0.00
Games played: 483, Wins: 0, Win rate: 0.00
Games played: 484, Wins: 0, Win rate: 0.00
Games played: 485, Wins: 0, Win rate: 0.00
Games played: 486, Wins: 0, Win rate: 0.00
Games played: 487, Wins: 0, Win rate: 0.00
Games played: 488, Wins: 0, Win rate: 0.00
Games played: 488, Wins: 0, Win rate: 0.00
Games played: 488, Wins: 0, Win rate: 0.00
Games played: 488, Wins: 0, Win rate: 0.00
Games played: 488, Wins: 0, Win rate: 0.00
Games played: 488, Wins: 0, Win rate: 0.00
Games played: 489, Wins: 0, Win rate: 0.00
Games played: 490, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 491, Wins: 0, Win rate: 0.00
Games played: 492, Wins: 0, Win rate: 0.00
Games played: 493, Wins: 0, Win rate: 0.00
Games played: 494, Wins: 0, Win rate: 0.00
Games played: 495, Wins: 0, Win rate: 0.00
Games played: 496, Wins: 0, Win rate: 0.00
Games played: 497, Wins: 0, Win rate: 0.00
Games played: 498, Wins: 0, Win rate: 0.00
Games played: 499, Wins: 0, Win rate: 0.00
Games played: 500, Wins: 0, Win rate: 0.00
Games played: 501, Wins: 0, Win rate: 0.00
Games played: 502, Wins: 0, Win rate: 0.00
Games played: 503, Wins: 0, Win rate: 0.00
Games played: 504, Wins: 0, Win rate: 0.00
Games played: 505, Wins: 0, Win rate: 0.00
Games played: 506, Wins: 0, Win rate: 0.00
Games played: 507, Wins: 0, Win rate: 0.00
Games played: 508, Wins: 0, Win rate: 0.00
Games played: 508, Wins: 0, Win rate: 0.00
Games played: 508, Wins: 0, Win rate: 0.00
Games played: 508, Wins: 0, Win rate: 0.00
Games played: 509, Wins: 0, Win rate: 0.00
Games played: 510, Wins: 0, Win rate: 0.00
Games played: 511, Wins: 0, Win rate: 0.00
Games played: 512, Wins: 0, Win rate: 0.00
Games played: 512, Wins: 0, Win rate: 0.00
Games played: 513, Wins: 0, Win rate: 0.00
Games played: 514, Wins: 0, Win rate: 0.00
Games played: 515, Wins: 0, Win rate: 0.00
Games played: 516, Wins: 0, Win rate: 0.00
Games played: 517, Wins: 0, Win rate: 0.00
Games played: 518, Wins: 0, Win rate: 0.00
Games played: 519, Wins: 0, Win rate: 0.00
Games played: 520, Wins: 0, Win rate: 0.00
Games played: 521, Wins: 0, Win rate: 0.00
Games played: 522, Wins: 0, Win rate: 0.00
Games played: 523, Wins: 0, Win rate: 0.00
Games played: 524, Wins: 0, Win rate: 0.00
Games played: 525, Wins: 0, Win rate: 0.00
Games played: 526, Wins: 0, Win rate: 0.00
Games played: 527, Wins: 0, Win rate: 0.00
Games played: 528, Wins: 0, Win rate: 0.00
Games played: 529, Wins: 0, Win rate: 0.00
Games played: 530, Wins: 0, Win rate: 0.00
Games played: 531, Wins: 0, Win rate: 0.00
Games played: 532, Wins: 0, Win rate: 0.00
Games played: 533, Wins: 0, Win rate: 0.00
Games played: 534, Wins: 0, Win rate: 0.00
Games played: 535, Wins: 0, Win rate: 0.00
Games played: 536, Wins: 0, Win rate: 0.00
Games played: 537, Wins: 0, Win rate: 0.00
Games played: 538, Wins: 0, Win rate: 0.00
Games played: 538, Wins: 0, Win rate: 0.00
Games played: 538, Wins: 0, Win rate: 0.00
Games played: 539, Wins: 0, Win rate: 0.00
Games played: 540, Wins: 0, Win rate: 0.00
Games played: 541, Wins: 0, Win rate: 0.00
Games played: 542, Wins: 0, Win rate: 0.00
Games played: 543, Wins: 0, Win rate: 0.00
Games played: 544, Wins: 0, Win rate: 0.00
Games played: 545, Wins: 0, Win rate: 0.00
Games played: 546, Wins: 0, Win rate: 0.00
Games played: 547, Wins: 0, Win rate: 0.00
Games played: 548, Wins: 0, Win rate: 0.00
Games played: 549, Wins: 0, Win rate: 0.00
Games played: 550, Wins: 0, Win rate: 0.00
Games played: 551, Wins: 0, Win rate: 0.00
Games played: 552, Wins: 0, Win rate: 0.00
Games played: 553, Wins: 0, Win rate: 0.00
Games played: 554, Wins: 0, Win rate: 0.00
Games played: 555, Wins: 0, Win rate: 0.00
Games played: 556, Wins: 0, Win rate: 0.00
Games played: 557, Wins: 0, Win rate: 0.00
Games played: 558, Wins: 0, Win rate: 0.00
Games played: 559, Wins: 0, Win rate: 0.00
Games played: 560, Wins: 0, Win rate: 0.00
Games played: 561, Wins: 0, Win rate: 0.00
Games played: 562, Wins: 0, Win rate: 0.00
Games played: 563, Wins: 0, Win rate: 0.00
Games played: 564, Wins: 0, Win rate: 0.00
Games played: 564, Wins: 0, Win rate: 0.00
Games played: 564, Wins: 0, Win rate: 0.00
Games played: 565, Wins: 0, Win rate: 0.00
Games played: 566, Wins: 0, Win rate: 0.00
Games played: 566, Wins: 0, Win rate: 0.00
Games played: 567, Wins: 0, Win rate: 0.00
Games played: 568, Wins: 0, Win rate: 0.00
Games played: 568, Wins: 0, Win rate: 0.00
Games played: 569, Wins: 0, Win rate: 0.00
Games played: 570, Wins: 0, Win rate: 0.00
Games played: 571, Wins: 0, Win rate: 0.00
Games played: 572, Wins: 0, Win rate: 0.00
Games played: 573, Wins: 0, Win rate: 0.00
Games played: 574, Wins: 0, Win rate: 0.00
Games played: 575, Wins: 0, Win rate: 0.00
Games played: 576, Wins: 0, Win rate: 0.00
Games played: 576, Wins: 0, Win rate: 0.00
Games played: 577, Wins: 0, Win rate: 0.00
Games played: 578, Wins: 0, Win rate: 0.00
Games played: 579, Wins: 0, Win rate: 0.00
Games played: 579, Wins: 0, Win rate: 0.00
Games played: 580, Wins: 0, Win rate: 0.00
Games played: 581, Wins: 0, Win rate: 0.00
Games played: 582, Wins: 0, Win rate: 0.00
Games played: 583, Wins: 0, Win rate: 0.00
Games played: 584, Wins: 0, Win rate: 0.00
Games played: 585, Wins: 0, Win rate: 0.00
Games played: 586, Wins: 0, Win rate: 0.00
Games played: 587, Wins: 0, Win rate: 0.00
Games played: 588, Wins: 0, Win rate: 0.00
Games played: 589, Wins: 0, Win rate: 0.00
Games played: 589, Wins: 0, Win rate: 0.00
Games played: 589, Wins: 0, Win rate: 0.00
Games played: 589, Wins: 0, Win rate: 0.00
Games played: 589, Wins: 0, Win rate: 0.00
Games played: 589, Wins: 0, Win rate: 0.00
Games played: 589, Wins: 0, Win rate: 0.00
Games played: 589, Wins: 0, Win rate: 0.00
Games played: 590, Wins: 0, Win rate: 0.00
Games played: 591, Wins: 0, Win rate: 0.00
Games played: 592, Wins: 0, Win rate: 0.00
Games played: 593, Wins: 0, Win rate: 0.00
Games played: 594, Wins: 0, Win rate: 0.00
Games played: 595, Wins: 0, Win rate: 0.00
Games played: 596, Wins: 0, Win rate: 0.00
Games played: 597, Wins: 0, Win rate: 0.00
Games played: 598, Wins: 0, Win rate: 0.00
Games played: 599, Wins: 0, Win rate: 0.00
Games played: 600, Wins: 0, Win rate: 0.00
Games played: 601, Wins: 0, Win rate: 0.00
Games played: 602, Wins: 0, Win rate: 0.00
Games played: 602, Wins: 0, Win rate: 0.00
Games played: 603, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 604, Wins: 0, Win rate: 0.00
Games played: 605, Wins: 0, Win rate: 0.00
Games played: 606, Wins: 0, Win rate: 0.00
Games played: 607, Wins: 0, Win rate: 0.00
Games played: 608, Wins: 0, Win rate: 0.00
Games played: 609, Wins: 0, Win rate: 0.00
Games played: 610, Wins: 0, Win rate: 0.00
Games played: 611, Wins: 0, Win rate: 0.00
Games played: 612, Wins: 0, Win rate: 0.00
Games played: 613, Wins: 0, Win rate: 0.00
Games played: 614, Wins: 0, Win rate: 0.00
Games played: 615, Wins: 0, Win rate: 0.00
Games played: 616, Wins: 0, Win rate: 0.00
Games played: 617, Wins: 0, Win rate: 0.00
Games played: 618, Wins: 0, Win rate: 0.00
Games played: 619, Wins: 0, Win rate: 0.00
Games played: 620, Wins: 0, Win rate: 0.00
Games played: 621, Wins: 0, Win rate: 0.00
Games played: 622, Wins: 0, Win rate: 0.00
Games played: 623, Wins: 0, Win rate: 0.00
Games played: 623, Wins: 0, Win rate: 0.00
Games played: 623, Wins: 0, Win rate: 0.00
Games played: 624, Wins: 0, Win rate: 0.00
Games played: 625, Wins: 0, Win rate: 0.00
Games played: 626, Wins: 0, Win rate: 0.00
Games played: 626, Wins: 0, Win rate: 0.00
Games played: 626, Wins: 0, Win rate: 0.00
Games played: 626, Wins: 0, Win rate: 0.00
Games played: 627, Wins: 0, Win rate: 0.00
Games played: 628, Wins: 0, Win rate: 0.00
Games played: 629, Wins: 0, Win rate: 0.00
Games played: 630, Wins: 0, Win rate: 0.00
Games played: 631, Wins: 0, Win rate: 0.00
Games played: 632, Wins: 0, Win rate: 0.00
Games played: 633, Wins: 0, Win rate: 0.00
Games played: 634, Wins: 0, Win rate: 0.00
Games played: 634, Wins: 0, Win rate: 0.00
Games played: 634, Wins: 0, Win rate: 0.00
Games played: 635, Wins: 0, Win rate: 0.00
Games played: 636, Wins: 0, Win rate: 0.00
Games played: 637, Wins: 0, Win rate: 0.00
Games played: 638, Wins: 0, Win rate: 0.00
Games played: 639, Wins: 0, Win rate: 0.00
Games played: 640, Wins: 0, Win rate: 0.00
Games played: 641, Wins: 0, Win rate: 0.00
Games played: 642, Wins: 0, Win rate: 0.00
Games played: 642, Wins: 0, Win rate: 0.00
Games played: 642, Wins: 0, Win rate: 0.00
Games played: 642, Wins: 0, Win rate: 0.00
Games played: 643, Wins: 0, Win rate: 0.00
Games played: 644, Wins: 0, Win rate: 0.00
Games played: 645, Wins: 0, Win rate: 0.00
Games played: 646, Wins: 0, Win rate: 0.00
Games played: 647, Wins: 0, Win rate: 0.00
Games played: 648, Wins: 0, Win rate: 0.00
Games played: 649, Wins: 0, Win rate: 0.00
Games played: 650, Wins: 0, Win rate: 0.00
Games played: 651, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 652, Wins: 0, Win rate: 0.00
Games played: 653, Wins: 0, Win rate: 0.00
Games played: 653, Wins: 0, Win rate: 0.00
Games played: 653, Wins: 0, Win rate: 0.00
Games played: 654, Wins: 0, Win rate: 0.00
Games played: 655, Wins: 0, Win rate: 0.00
Games played: 656, Wins: 0, Win rate: 0.00
Games played: 657, Wins: 0, Win rate: 0.00
Games played: 658, Wins: 0, Win rate: 0.00
Games played: 659, Wins: 0, Win rate: 0.00
Games played: 660, Wins: 0, Win rate: 0.00
Games played: 661, Wins: 0, Win rate: 0.00
Games played: 662, Wins: 0, Win rate: 0.00
Games played: 663, Wins: 0, Win rate: 0.00
Games played: 664, Wins: 0, Win rate: 0.00
Games played: 665, Wins: 0, Win rate: 0.00
Games played: 666, Wins: 0, Win rate: 0.00
Games played: 667, Wins: 0, Win rate: 0.00
Games played: 668, Wins: 0, Win rate: 0.00
Games played: 669, Wins: 0, Win rate: 0.00
Games played: 670, Wins: 0, Win rate: 0.00
Games played: 671, Wins: 0, Win rate: 0.00
Games played: 672, Wins: 0, Win rate: 0.00
Games played: 673, Wins: 0, Win rate: 0.00
Games played: 674, Wins: 0, Win rate: 0.00
Games played: 675, Wins: 0, Win rate: 0.00
Games played: 675, Wins: 0, Win rate: 0.00
Games played: 675, Wins: 0, Win rate: 0.00
Games played: 676, Wins: 0, Win rate: 0.00
Games played: 677, Wins: 0, Win rate: 0.00
Games played: 678, Wins: 0, Win rate: 0.00
Games played: 679, Wins: 0, Win rate: 0.00
Games played: 680, Wins: 0, Win rate: 0.00
Games played: 681, Wins: 0, Win rate: 0.00
Games played: 682, Wins: 0, Win rate: 0.00
Games played: 683, Wins: 0, Win rate: 0.00
Games played: 684, Wins: 0, Win rate: 0.00
Games played: 685, Wins: 0, Win rate: 0.00
Games played: 686, Wins: 0, Win rate: 0.00
Games played: 686, Wins: 0, Win rate: 0.00
Games played: 686, Wins: 0, Win rate: 0.00
Games played: 686, Wins: 0, Win rate: 0.00
Games played: 686, Wins: 0, Win rate: 0.00
Games played: 687, Wins: 0, Win rate: 0.00
Games played: 688, Wins: 0, Win rate: 0.00
Games played: 689, Wins: 0, Win rate: 0.00
Games played: 690, Wins: 0, Win rate: 0.00
Games played: 691, Wins: 0, Win rate: 0.00
Games played: 692, Wins: 0, Win rate: 0.00
Games played: 693, Wins: 0, Win rate: 0.00
Games played: 694, Wins: 0, Win rate: 0.00
Games played: 695, Wins: 0, Win rate: 0.00
Games played: 696, Wins: 0, Win rate: 0.00
Games played: 697, Wins: 0, Win rate: 0.00
Games played: 698, Wins: 0, Win rate: 0.00
Games played: 698, Wins: 0, Win rate: 0.00
Games played: 699, Wins: 0, Win rate: 0.00
Games played: 700, Wins: 0, Win rate: 0.00
Games played: 701, Wins: 0, Win rate: 0.00
Games played: 702, Wins: 0, Win rate: 0.00
Games played: 702, Wins: 0, Win rate: 0.00
Games played: 703, Wins: 0, Win rate: 0.00
Games played: 704, Wins: 0, Win rate: 0.00
Games played: 705, Wins: 0, Win rate: 0.00
Games played: 706, Wins: 0, Win rate: 0.00
Games played: 707, Wins: 0, Win rate: 0.00
Games played: 708, Wins: 0, Win rate: 0.00
Games played: 709, Wins: 0, Win rate: 0.00
Games played: 710, Wins: 0, Win rate: 0.00
Games played: 711, Wins: 0, Win rate: 0.00
Games played: 712, Wins: 0, Win rate: 0.00
Games played: 713, Wins: 0, Win rate: 0.00
Games played: 714, Wins: 0, Win rate: 0.00
Games played: 715, Wins: 0, Win rate: 0.00
Games played: 716, Wins: 0, Win rate: 0.00
Games played: 717, Wins: 0, Win rate: 0.00
Games played: 718, Wins: 0, Win rate: 0.00
Games played: 718, Wins: 0, Win rate: 0.00
Games played: 718, Wins: 0, Win rate: 0.00
Games played: 718, Wins: 0, Win rate: 0.00
Games played: 718, Wins: 0, Win rate: 0.00
Games played: 718, Wins: 0, Win rate: 0.00
Games played: 718, Wins: 0, Win rate: 0.00
Games played: 718, Wins: 0, Win rate: 0.00
Games played: 719, Wins: 0, Win rate: 0.00
Games played: 720, Wins: 0, Win rate: 0.00
Games played: 721, Wins: 0, Win rate: 0.00
Games played: 722, Wins: 0, Win rate: 0.00
Games played: 723, Wins: 0, Win rate: 0.00
Games played: 724, Wins: 0, Win rate: 0.00
Games played: 725, Wins: 0, Win rate: 0.00
Games played: 726, Wins: 0, Win rate: 0.00
Games played: 727, Wins: 0, Win rate: 0.00
Games played: 728, Wins: 0, Win rate: 0.00
Games played: 729, Wins: 0, Win rate: 0.00
Games played: 730, Wins: 0, Win rate: 0.00
Games played: 730, Wins: 0, Win rate: 0.00
Games played: 730, Wins: 0, Win rate: 0.00
Games played: 731, Wins: 0, Win rate: 0.00
Games played: 732, Wins: 0, Win rate: 0.00
Games played: 733, Wins: 0, Win rate: 0.00
Games played: 734, Wins: 0, Win rate: 0.00
Games played: 735, Wins: 0, Win rate: 0.00
Games played: 736, Wins: 0, Win rate: 0.00
Games played: 737, Wins: 0, Win rate: 0.00
Games played: 738, Wins: 0, Win rate: 0.00
Games played: 739, Wins: 0, Win rate: 0.00
Games played: 740, Wins: 0, Win rate: 0.00
Games played: 741, Wins: 0, Win rate: 0.00
Games played: 742, Wins: 0, Win rate: 0.00
Games played: 743, Wins: 0, Win rate: 0.00
Games played: 744, Wins: 0, Win rate: 0.00
Games played: 745, Wins: 0, Win rate: 0.00
Games played: 746, Wins: 0, Win rate: 0.00
Games played: 747, Wins: 0, Win rate: 0.00
Games played: 748, Wins: 0, Win rate: 0.00
Games played: 749, Wins: 0, Win rate: 0.00
Games played: 750, Wins: 0, Win rate: 0.00
Games played: 751, Wins: 0, Win rate: 0.00
Games played: 752, Wins: 0, Win rate: 0.00
Games played: 753, Wins: 0, Win rate: 0.00
Games played: 754, Wins: 0, Win rate: 0.00
Games played: 755, Wins: 0, Win rate: 0.00
Games played: 756, Wins: 0, Win rate: 0.00
Games played: 756, Wins: 0, Win rate: 0.00
Games played: 756, Wins: 0, Win rate: 0.00
Games played: 757, Wins: 0, Win rate: 0.00
Games played: 758, Wins: 0, Win rate: 0.00
Games played: 759, Wins: 0, Win rate: 0.00
Games played: 760, Wins: 0, Win rate: 0.00
Games played: 761, Wins: 0, Win rate: 0.00
Games played: 762, Wins: 0, Win rate: 0.00
Games played: 763, Wins: 0, Win rate: 0.00
Games played: 764, Wins: 0, Win rate: 0.00
Games played: 765, Wins: 0, Win rate: 0.00
Games played: 766, Wins: 0, Win rate: 0.00
Games played: 767, Wins: 0, Win rate: 0.00
Games played: 767, Wins: 0, Win rate: 0.00
Games played: 768, Wins: 0, Win rate: 0.00
Games played: 769, Wins: 0, Win rate: 0.00
Games played: 770, Wins: 0, Win rate: 0.00
Games played: 771, Wins: 0, Win rate: 0.00
Games played: 772, Wins: 0, Win rate: 0.00
Games played: 773, Wins: 0, Win rate: 0.00
Games played: 774, Wins: 0, Win rate: 0.00
Games played: 775, Wins: 0, Win rate: 0.00
Games played: 776, Wins: 0, Win rate: 0.00
Games played: 777, Wins: 0, Win rate: 0.00
Games played: 778, Wins: 0, Win rate: 0.00
Games played: 779, Wins: 0, Win rate: 0.00
Games played: 780, Wins: 0, Win rate: 0.00
Games played: 781, Wins: 0, Win rate: 0.00
Games played: 782, Wins: 0, Win rate: 0.00
Games played: 783, Wins: 0, Win rate: 0.00
Games played: 784, Wins: 0, Win rate: 0.00
Games played: 785, Wins: 0, Win rate: 0.00
Games played: 786, Wins: 0, Win rate: 0.00
Games played: 787, Wins: 0, Win rate: 0.00
Games played: 788, Wins: 0, Win rate: 0.00
Games played: 789, Wins: 0, Win rate: 0.00
Games played: 789, Wins: 0, Win rate: 0.00
Games played: 789, Wins: 0, Win rate: 0.00
Games played: 789, Wins: 0, Win rate: 0.00
Games played: 789, Wins: 0, Win rate: 0.00
Games played: 789, Wins: 0, Win rate: 0.00
Games played: 789, Wins: 0, Win rate: 0.00
Games played: 789, Wins: 0, Win rate: 0.00
Games played: 789, Wins: 0, Win rate: 0.00
Games played: 790, Wins: 0, Win rate: 0.00
Games played: 791, Wins: 0, Win rate: 0.00
Games played: 792, Wins: 0, Win rate: 0.00
Games played: 793, Wins: 0, Win rate: 0.00
Games played: 794, Wins: 0, Win rate: 0.00
Games played: 795, Wins: 0, Win rate: 0.00
Games played: 796, Wins: 0, Win rate: 0.00
Games played: 797, Wins: 0, Win rate: 0.00
Games played: 798, Wins: 0, Win rate: 0.00
Games played: 798, Wins: 0, Win rate: 0.00
Games played: 798, Wins: 0, Win rate: 0.00
Games played: 799, Wins: 0, Win rate: 0.00
Games played: 800, Wins: 0, Win rate: 0.00
Games played: 801, Wins: 0, Win rate: 0.00
Games played: 802, Wins: 0, Win rate: 0.00
Games played: 803, Wins: 0, Win rate: 0.00
Games played: 804, Wins: 0, Win rate: 0.00
Games played: 805, Wins: 0, Win rate: 0.00
Games played: 806, Wins: 0, Win rate: 0.00
Games played: 807, Wins: 0, Win rate: 0.00
Games played: 808, Wins: 0, Win rate: 0.00
Games played: 809, Wins: 0, Win rate: 0.00
Games played: 810, Wins: 0, Win rate: 0.00
Games played: 811, Wins: 0, Win rate: 0.00
Games played: 812, Wins: 0, Win rate: 0.00
Games played: 813, Wins: 0, Win rate: 0.00
Games played: 814, Wins: 0, Win rate: 0.00
Games played: 815, Wins: 0, Win rate: 0.00
Games played: 816, Wins: 0, Win rate: 0.00
Games played: 817, Wins: 0, Win rate: 0.00
Games played: 818, Wins: 0, Win rate: 0.00
Games played: 819, Wins: 0, Win rate: 0.00
Games played: 820, Wins: 0, Win rate: 0.00
Games played: 821, Wins: 0, Win rate: 0.00
Games played: 822, Wins: 0, Win rate: 0.00
Games played: 823, Wins: 0, Win rate: 0.00
Games played: 824, Wins: 0, Win rate: 0.00
Games played: 825, Wins: 0, Win rate: 0.00
Games played: 826, Wins: 0, Win rate: 0.00
Games played: 827, Wins: 0, Win rate: 0.00
Games played: 828, Wins: 0, Win rate: 0.00
Games played: 829, Wins: 0, Win rate: 0.00
Games played: 830, Wins: 0, Win rate: 0.00
Games played: 831, Wins: 0, Win rate: 0.00
Games played: 832, Wins: 0, Win rate: 0.00
Games played: 833, Wins: 0, Win rate: 0.00
Games played: 834, Wins: 0, Win rate: 0.00
Games played: 834, Wins: 0, Win rate: 0.00
Games played: 834, Wins: 0, Win rate: 0.00
Games played: 834, Wins: 0, Win rate: 0.00
Games played: 835, Wins: 0, Win rate: 0.00
Games played: 836, Wins: 0, Win rate: 0.00
Games played: 837, Wins: 0, Win rate: 0.00
Games played: 838, Wins: 0, Win rate: 0.00
Games played: 839, Wins: 0, Win rate: 0.00
Games played: 840, Wins: 0, Win rate: 0.00
Games played: 841, Wins: 0, Win rate: 0.00
Games played: 842, Wins: 0, Win rate: 0.00
Games played: 843, Wins: 0, Win rate: 0.00
Games played: 844, Wins: 0, Win rate: 0.00
Games played: 845, Wins: 0, Win rate: 0.00
Games played: 846, Wins: 0, Win rate: 0.00
Games played: 846, Wins: 0, Win rate: 0.00
Games played: 847, Wins: 0, Win rate: 0.00
Games played: 848, Wins: 0, Win rate: 0.00
Games played: 849, Wins: 0, Win rate: 0.00
Games played: 850, Wins: 0, Win rate: 0.00
Games played: 851, Wins: 0, Win rate: 0.00
Games played: 852, Wins: 0, Win rate: 0.00
Games played: 853, Wins: 0, Win rate: 0.00
Games played: 854, Wins: 0, Win rate: 0.00
Games played: 855, Wins: 0, Win rate: 0.00
Games played: 856, Wins: 0, Win rate: 0.00
Games played: 857, Wins: 0, Win rate: 0.00
Games played: 858, Wins: 0, Win rate: 0.00
Games played: 859, Wins: 0, Win rate: 0.00
Games played: 860, Wins: 0, Win rate: 0.00
Games played: 861, Wins: 0, Win rate: 0.00
Games played: 862, Wins: 0, Win rate: 0.00
Games played: 863, Wins: 0, Win rate: 0.00
Games played: 864, Wins: 0, Win rate: 0.00
Games played: 865, Wins: 0, Win rate: 0.00
Games played: 866, Wins: 0, Win rate: 0.00
Games played: 867, Wins: 0, Win rate: 0.00
Games played: 868, Wins: 0, Win rate: 0.00
Games played: 869, Wins: 0, Win rate: 0.00
Games played: 869, Wins: 0, Win rate: 0.00
Games played: 869, Wins: 0, Win rate: 0.00
Games played: 870, Wins: 0, Win rate: 0.00
Games played: 871, Wins: 0, Win rate: 0.00
Games played: 872, Wins: 0, Win rate: 0.00
Games played: 873, Wins: 0, Win rate: 0.00
Games played: 874, Wins: 0, Win rate: 0.00
Games played: 875, Wins: 0, Win rate: 0.00
Games played: 875, Wins: 0, Win rate: 0.00
Games played: 875, Wins: 0, Win rate: 0.00
Games played: 875, Wins: 0, Win rate: 0.00
Games played: 876, Wins: 0, Win rate: 0.00
Games played: 877, Wins: 0, Win rate: 0.00
Games played: 878, Wins: 0, Win rate: 0.00
Games played: 879, Wins: 0, Win rate: 0.00
Games played: 880, Wins: 0, Win rate: 0.00
Games played: 881, Wins: 0, Win rate: 0.00
Games played: 882, Wins: 0, Win rate: 0.00
Games played: 883, Wins: 0, Win rate: 0.00
Games played: 884, Wins: 0, Win rate: 0.00
Games played: 885, Wins: 0, Win rate: 0.00
Games played: 886, Wins: 0, Win rate: 0.00
Games played: 887, Wins: 0, Win rate: 0.00
Games played: 888, Wins: 0, Win rate: 0.00
Games played: 889, Wins: 0, Win rate: 0.00
Games played: 890, Wins: 0, Win rate: 0.00
Games played: 891, Wins: 0, Win rate: 0.00
Games played: 892, Wins: 0, Win rate: 0.00
Games played: 893, Wins: 0, Win rate: 0.00
Games played: 894, Wins: 0, Win rate: 0.00
Games played: 895, Wins: 0, Win rate: 0.00
Games played: 895, Wins: 0, Win rate: 0.00
